disease,relation,object
肝癌,描述,肝癌是指发生于肝脏的恶性肿瘤，包括原发性肝癌和转移性肝癌两种
肝癌,预防,忌烟忌酒，养成良好的生活习惯，生活要规律
肝癌,病因,遗传因素，环境因素，病毒感染，饮食不健康
肝癌,主要症状,肝区疼痛，腹胀，纳差，乏力，消瘦
肝癌,治疗方法,手术治疗，化疗，放射治疗
肝癌,传染性,无传染性
肝癌,别称,肝脏恶性肿瘤
甲状腺微小癌,发病部位,甲状腺
甲状腺微小癌,描述,甲状腺微小癌是指肿瘤直径在10mm以下的甲状腺癌
甲状腺微小癌,预防,早发现、早诊断、早治疗
甲状腺微小癌,病因,碘缺乏，放射线，促甲状腺激素慢性刺激
甲状腺微小癌,主要症状,甲状腺肿，颈部淋巴结肿大，淋巴结退化
甲状腺微小癌,治疗方法,手术治疗，支持性治疗
甲状腺微小癌,传染性,无传染性
胃穿孔,发病部位,胃
胃穿孔,描述,胃穿孔是溃疡病患者最严重的并发症之一
胃穿孔,预防,胃镜检查，规律饮食
胃穿孔,病因,消化性溃疡
胃穿孔,主要症状,腹痛，休克，恶心，呕吐
胃穿孔,治疗方法,手术治疗，药物治疗，支持治疗
胃穿孔,传染性,无传染性
脾大,发病部位,脾脏
脾大,描述,脾脏体积增大是脾脏疾病的主要表现
脾大,预防,养成良好生活习惯，体检
脾大,病因,病毒感染，细菌感染，寄生虫感染，肝炎
脾大,主要症状,脾体积增大
脾大,治疗方法,药物治疗，康复治疗
脾大,传染性,无传染性
胸腺囊肿,发病部位,胸腺
胸腺囊肿,描述,胸腺囊肿是胸内纵隔囊肿的一个类型
胸腺囊肿,预防,早发现、早诊断、早治疗
胸腺囊肿,病因,先天性
胸腺囊肿,主要症状,胸痛，气短
胸腺囊肿,治疗方法,手术治疗，药物治疗
胸腺囊肿,传染性,无传染性
肾脓肿,发病部位,肾
肾脓肿,描述,肾脓肿是指肾脏实质因炎症化脓而被破坏
肾脓肿,预防,早发现、早诊断、早治疗
肾脓肿,病因,急性肾盂肾炎继续发展
肾脓肿,主要症状,发烧，血尿，腰痛伴肾区叩击痛
肾脓肿,治疗方法,药物治疗，支持性治疗
肾脓肿,传染性,无传染性
乳腺囊肿,发病部位,乳腺
乳腺囊肿,描述,乳腺囊肿分为单纯囊肿及积乳囊肿
乳腺囊肿,预防,保持生活规律，注意饮食
乳腺囊肿,病因,细菌侵入，内分泌紊乱
乳腺囊肿,主要症状,乳内肿物
乳腺囊肿,治疗方法,药物治疗，手术治疗
乳腺囊肿,传染性,无传染性
乳腺囊肿,别称,乳汁淤积症
胃恶性淋巴瘤,发病部位,淋巴
胃恶性淋巴瘤,描述,胃恶性淋巴瘤分为原发性和继发性
胃恶性淋巴瘤,病因,尚不清楚
胃恶性淋巴瘤,主要症状,胃痛，消瘦，消化不良
胃恶性淋巴瘤,治疗方法,手术治疗，药物治疗
胃恶性淋巴瘤,传染性,无传染性
肺纤维化,发病部位,肺
肺纤维化,描述,正常的肺泡组织被损坏后经过异常修复导致结构异常
肺纤维化,预防,戒烟，增强体育锻炼，体检
肺纤维化,病因,长期吸烟，环境因素，慢性支气管炎等肺部疾病
肺纤维化,主要症状,胸闷，呼吸困难
肺纤维化,治疗方法,药物治疗，手术治疗
肺纤维化,传染性,无传染性
脑水肿,发病部位,大脑
脑水肿,描述,脑水肿是指脑内水分增加导致脑容积增大的病理现象，是脑组织对各种致病因素的反应
脑水肿,预防,及时治疗脑部疾病，保持身体健康
脑水肿,病因,颅脑损伤，颅内占位性病变，颅内炎症，脑血管病变，脑缺氧
脑水肿,主要症状,脑软化，局部水肿，神志不清，颅内压增高
脑水肿,治疗方法,药物治疗，康复治疗
脑水肿,传染性,无传染性
肾肿瘤,发病部位,肾
肾肿瘤,描述,肾肿瘤是泌尿系统较常见的肿瘤之一
肾肿瘤,预防,健康饮食，保持良好生活习惯
肾肿瘤,病因,尚不清楚
肾肿瘤,主要症状,发热，贫血，高血压
肾肿瘤,治疗方法,药物治疗，康复治疗，手术治疗
肾肿瘤,传染性,无传染性
睾丸囊肿,发病部位,睾丸
睾丸囊肿,描述,常发生于睾丸头或附睾，囊肿内含有大量精子
睾丸囊肿,预防,注意休息，饮食合理，心情愉悦
睾丸囊肿,病因,炎症，受伤
睾丸囊肿,主要症状,阴囊坠胀痛，阴囊肿胀，睾丸下垂，睾丸触痛
睾丸囊肿,治疗方法,药物治疗，手术治疗，康复治疗
睾丸囊肿,传染性,无传染性
骨癌,发病部位,骨架
骨癌,描述,骨癌即骨的恶性肿瘤
骨癌,预防,健康饮食，保持良好生活习惯，避免放射性辐射
骨癌,病因,过度生长，慢性炎症，基因因素，继发性获得
骨癌,主要症状,肿块，疼痛
骨癌,治疗方法,手术治疗，放射治疗，药物治疗
骨癌,传染性,无传染性
骨癌,多发群体,所有人群
骨癌,别称,恶性骨肿瘤
小肠血管瘤,发病部位,小肠
小肠血管瘤,描述,小肠血管瘤属错构瘤，多源于黏膜下血管丛，亦可来自浆膜下血管
小肠血管瘤,预防,禁烟禁酒，清淡饮食，加强锻炼
小肠血管瘤,病因,尚不清楚
小肠血管瘤,主要症状,消化道出血，腹痛，肠梗阻，消瘦
小肠血管瘤,治疗方法,手术治疗
小肠血管瘤,传染性,无传染性
小肠脂肪瘤,发病部位,小肠
小肠脂肪瘤,描述,小肠脂肪瘤是源自小肠黏膜下或浆膜下脂肪组织的良性肿瘤
小肠脂肪瘤,预防,禁烟禁酒，清淡饮食，加强锻炼
小肠脂肪瘤,病因,不良饮食，环境因素
小肠脂肪瘤,主要症状,腹痛，消化道出血，慢性肠梗阻，腹部肿块
小肠脂肪瘤,治疗方法,手术治疗，药物治疗，支持治疗
小肠脂肪瘤,传染性,无传染性
记忆障碍,发病部位,大脑
记忆障碍,描述,记忆障碍指个人处于一种不能记住或回忆信息的状态
记忆障碍,预防,足够睡眠，充分休息，合理使用
记忆障碍,病因,阿尔茨海默病、血管性痴呆、路易体痴呆等疾病，大脑受外力作用，严重应激事件，长期饮酒或严重营养不良
记忆障碍,主要症状,记忆减弱，遗忘，错构，虚构，潜隐记忆
记忆障碍,治疗方法,心理治疗，药物治疗
记忆障碍,传染性,无传染性
记忆障碍,多发群体,老年人
小脑萎缩,发病部位,小脑
小脑萎缩,描述,是一种家族显性遗传神经系统疾病
小脑萎缩,预防,早发现、早诊断、早治疗
小脑萎缩,病因,遗传因素，缺血缺氧，药物中毒，酒精中毒
小脑萎缩,主要症状,步态不稳，共济失调，言语不清
小脑萎缩,治疗方法,手术治疗，康复治疗
小脑萎缩,传染性,无传染性
乳房肿块,发病部位,乳腺
乳房肿块,描述,乳房肿块是乳房疾病的常见体征
乳房肿块,预防,保持好心情，保持规律睡眠，合理饮食
乳房肿块,病因,内分泌失调，情绪，人工流产，饮食结构不合理
乳房肿块,主要症状,乳房胀痛，大小不等、界限不清的结节
乳房肿块,治疗方法,药物治疗，支持性治疗
乳房肿块,传染性,无传染性
大肠脂肪瘤,发病部位,大肠
大肠脂肪瘤,描述,是一种大肠良性肿瘤
大肠脂肪瘤,预防,体检
大肠脂肪瘤,病因,尚不清楚，可能与炎症和刺激有关
大肠脂肪瘤,主要症状,便血，腹痛，肠套叠，大便习惯改变，消瘦
大肠脂肪瘤,治疗方法,手术治疗，药物治疗，支持性治疗
大肠脂肪瘤,传染性,无传染性
胆道肿瘤,发病部位,胆囊
胆道肿瘤,描述,胆道肿瘤主要是指原发于胆道系统的肿瘤，包括胆囊肿瘤和胆管肿瘤
胆道肿瘤,预防,定期进行检查
胆道肿瘤,病因,尚不清楚，可能与结石有关
胆道肿瘤,主要症状,消化不良，厌油腻，嗳气，腹胀
胆道肿瘤,治疗方法,手术治疗，支持性治疗
胆道肿瘤,传染性,无传染性
粉碎性骨折,发病部位,骨架
粉碎性骨折,描述,粉碎性骨折属于完全性骨折，指骨质碎裂成三块以上，又称为T或Y型骨折
粉碎性骨折,预防,注意避免损伤
粉碎性骨折,病因,直接暴力和间接暴力所致
粉碎性骨折,主要症状,疼痛，骨折周围血肿、淤斑或出血
粉碎性骨折,治疗方法,手术治疗，支持性治疗，康复治疗
粉碎性骨折,传染性,无传染性
胆道癌,发病部位,胆囊
胆道癌,描述,指原发于左右肝管汇合部至胆总管下端的肝外胆道恶性肿瘤
胆道癌,预防,早发现、早诊断、早治疗
胆道癌,病因,结石，情绪，饮食
胆道癌,主要症状,腹部肿块，淋巴结肿大，体重减轻，腹泻
胆道癌,治疗方法,手术治疗，支持性治疗
胆道癌,传染性,无传染性
鼻肿瘤,发病部位,鼻
鼻肿瘤,描述,鼻肿瘤是鼻腔和鼻窦的肿瘤
鼻肿瘤,预防,饮食宜清淡，忌烟忌酒，远离刺激性气味
鼻肿瘤,病因,尚不清楚
鼻肿瘤,主要症状,鼻塞，鼻出血
鼻肿瘤,治疗方法,药物治疗，康复治疗
鼻肿瘤,传染性,无传染性
肝破裂,发病部位,肝脏
肝破裂,描述,肝破裂是腹部创伤中的常见病
肝破裂,预防,注意生活安全
肝破裂,病因,肝脏本身病变后受外力作用或外伤
肝破裂,主要症状,腹部压痛，血压下降，腹肌紧张
肝破裂,治疗方法,药物治疗，手术治疗，支持性治疗
肝破裂,传染性,无传染性
扁桃体癌,发病部位,扁桃腺
扁桃体癌,描述,扁桃体癌起源于扁桃体区的的恶性肿瘤
扁桃体癌,预防,忌烟忌酒
扁桃体癌,病因,大量饮酒，长期吸烟
扁桃体癌,主要症状,扁桃体肥大，咽部异物感，吞咽障碍，颈部淋巴结肿大
扁桃体癌,治疗方法,放射治疗，手术治疗，药物治疗
扁桃体癌,传染性,无传染性
淋巴癌,发病部位,淋巴
淋巴癌,描述,原发于淋巴结或其他淋巴组织的恶性肿瘤
淋巴癌,预防,保持乐观心情，加强体育锻炼，生活规律
淋巴癌,病因,病毒感染，免疫力低
淋巴癌,主要症状,不明原因发热，脾肿大，淋巴结肿大，盗汗
淋巴癌,治疗方法,药物治疗，手术治疗，支持性治疗
淋巴癌,传染性,无传染性
颞叶癫痫,发病部位,大脑
颞叶癫痫,描述,颞叶前内基底部痫灶为主引起的钩回发作称之为颞叶癫痫，是局限性癫痫的代表
颞叶癫痫,病因,围生期的诸多因素，分娩时疾病
颞叶癫痫,主要症状,语言障碍，记忆障碍，识别障碍，情感障碍，错觉，幻觉
颞叶癫痫,治疗方法,手术治疗，药物治疗，康复治疗
颞叶癫痫,传染性,无传染性
骨裂,发病部位,骨架
骨裂,描述,是众多骨折中症状比较轻微的一种，一般没有错位
骨裂,预防,注意避免损伤
骨裂,病因,直接暴力，间接暴力，积累性劳损
骨裂,主要症状,疼痛，红肿
骨裂,治疗方法,康复治疗，手术治疗
骨裂,传染性,无传染性
骨裂,别称,裂纹骨折
喉纤维瘤,发病部位,喉
喉纤维瘤,描述,喉纤维瘤是来源于结缔组织的良性肿瘤，由纤维细胞及纤维束组成
喉纤维瘤,病因,环境因素，吸烟酗酒
喉纤维瘤,主要症状,喉部堵塞感，声音嘶哑，呼吸困难，喉咙痛
喉纤维瘤,治疗方法,手术治疗，药物治疗，支持治疗
喉纤维瘤,传染性,无传染性
肺动静脉瘤,发病部位,肺
肺动静脉瘤,描述,肺动静脉瘤为先天性肺血管畸形
肺动静脉瘤,病因,先天性因素
肺动静脉瘤,主要症状,活动后呼吸急促，发绀
肺动静脉瘤,治疗方法,药物治疗，手术治疗，支持性治疗
肺动静脉瘤,传染性,无传染性
肺动静脉瘤,多发群体,青年
酒精性肝硬化,发病部位,肝脏
酒精性肝硬化,描述,酒精性肝硬化是由于长期大量饮酒所致的肝硬化
酒精性肝硬化,预防,适量饮酒
酒精性肝硬化,病因,长期过度饮酒
酒精性肝硬化,主要症状,轻度乏力，腹胀，消瘦
酒精性肝硬化,治疗方法,戒酒，药物治疗
酒精性肝硬化,传染性,无传染性
癫痫,发病部位,大脑
癫痫,描述,大脑神经元突发性异常放电，导致短暂的大脑功能障碍的一种慢性疾病
癫痫,预防,避免产伤，避免脑外伤
癫痫,病因,脑损伤，病毒感染，放射线照射
癫痫,主要症状,肢体发生抽搐
癫痫,治疗方法,药物治疗，手术治疗，康复治疗
癫痫,传染性,无传染性
癫痫,别称,羊角风，羊癫风
脊柱骨折,发病部位,脊柱
脊柱骨折,描述,脊柱骨折是骨科常见创伤
脊柱骨折,预防,注意安全，尽量避免外伤
脊柱骨折,病因,直接或间接的外力所致
脊柱骨折,主要症状,脊柱有局限性肿胀、压痛，运动障碍
脊柱骨折,治疗方法,手术治疗，康复治疗
脊柱骨折,传染性,无传染性
淋巴瘤,发病部位,淋巴
淋巴瘤,描述,淋巴瘤是原发于淋巴结或淋巴组织的恶性肿瘤，临床以无痛性，进行性淋巴结肿大为主要表现
淋巴瘤,预防,体检
淋巴瘤,病因,病因不清，可能与病毒因素相关
淋巴瘤,主要症状,无痛性淋巴结肿大，伴发热盗汗
淋巴瘤,治疗方法,药物治疗，手术治疗，放射治疗
淋巴瘤,传染性,无传染性
口腔癌,发病部位,口腔
口腔癌,描述,口腔癌是指发生于口腔的恶性肿瘤
口腔癌,预防,注意饮食，忌烟忌酒，保证口腔健康
口腔癌,病因,长期吸烟，长期饮酒，营养不良，炎症
口腔癌,主要症状,口腔麻木、灼热或干燥感，肿块，结节，出血
口腔癌,治疗方法,手术治疗，放射性治疗，药物治疗
口腔癌,传染性,无传染性
肝动脉瘤,发病部位,肝脏
肝动脉瘤,描述,肝动脉瘤是一种少见的血管性病变
肝动脉瘤,预防,早发现、早诊断、早治疗
肝动脉瘤,病因,创伤，胆道感染，结节性多动脉炎，动脉硬化
肝动脉瘤,主要症状,右上腹钝痛
肝动脉瘤,治疗方法,药物治疗，支持性治疗，手术治疗
肝动脉瘤,传染性,无传染性
肝肿瘤,发病部位,肝脏
肝肿瘤,描述,肝肿瘤是指发生在肝脏部位的肿瘤病变
肝肿瘤,预防,早发现、早诊断、早治疗
肝肿瘤,病因,肝硬化，病毒性肝炎，化学致癌物，黄曲霉素
肝肿瘤,主要症状,食欲减退，恶心，肝肿大
肝肿瘤,治疗方法,手术治疗，化疗，放疗，靶向药物治疗
肝肿瘤,传染性,无传染性
宫颈浸润癌,发病部位,子宫
宫颈浸润癌,描述,宫颈浸润癌是发生于子宫颈上皮的恶性肿瘤
宫颈浸润癌,预防,早发现、早诊断、早治疗
宫颈浸润癌,病因,早育、多产，性生活过早过频，性生活紊乱，性生活不洁，病毒感染等
宫颈浸润癌,主要症状,阴道分泌物增多，阴道出血，下腹和腰骶部疼
宫颈浸润癌,治疗方法,药物治疗，手术治疗，放射治疗
宫颈浸润癌,传染性,无传染性
肾上腺肿瘤,发病部位,肾上腺
肾上腺肿瘤,描述,肾上腺肿瘤的分类可按其性质分为良性肿瘤和恶性肿瘤
肾上腺肿瘤,病因,尚不清楚
肾上腺肿瘤,主要症状,四肢无力，低位腰痛，头晕
肾上腺肿瘤,治疗方法,药物治疗，手术治疗
肾上腺肿瘤,传染性,无传染性
膀胱鳞状细胞癌,发病部位,膀胱
膀胱鳞状细胞癌,描述,起源于膀胱黏膜的上皮性恶性肿瘤
膀胱鳞状细胞癌,预防,定期体检，早发现，早治疗
膀胱鳞状细胞癌,病因,慢性尿路感染，膀胱内结石
膀胱鳞状细胞癌,主要症状,膀胱刺激征，血尿，排尿不畅，尿痛
膀胱鳞状细胞癌,治疗方法,手术治疗，药物治疗，支持性治疗
膀胱鳞状细胞癌,传染性,无传染性
踝关节骨折,发病部位,关节
踝关节骨折,描述,踝关节由胫腓骨下端与距骨组成
踝关节骨折,预防,注意日常生活安全
踝关节骨折,病因,由间接暴力引起踝部扭伤后发生
踝关节骨折,主要症状,踝部疼痛、肿胀，青紫，踝关节畸形
踝关节骨折,治疗方法,支持性治疗，康复治疗
踝关节骨折,传染性,无传染性
肾萎缩,发病部位,肾
肾萎缩,描述,肾萎缩是指各种原因导致肾单位丧失或肾脏血供不足，导致肾脏体积缩小，生理功能降低
肾萎缩,预防,限制蛋白质、脂肪的摄取，健康饮食
肾萎缩,病因,先天性，肾实质疾病，继发性肾脏疾病
肾萎缩,主要症状,腰痛，恶心，呕吐，血尿，腿脚浮肿
肾萎缩,治疗方法,药物治疗
肾萎缩,传染性,无传染性
脑癌,发病部位,大脑
脑癌,描述,脑部恶性肿瘤总称
脑癌,预防,健康饮食，保持良好生活习惯
脑癌,病因,遗传因素，放射线，化学物质，病毒
脑癌,主要症状,头痛，呕吐
脑癌,治疗方法,手术治疗，药物治疗，物理治疗，放射治疗
脑癌,传染性,无传染性
精囊恶性肿瘤,发病部位,精囊
精囊恶性肿瘤,描述,指发生于精囊的恶性肿瘤
精囊恶性肿瘤,预防,早发现、早诊断、早治疗
精囊恶性肿瘤,病因,尚不清楚
精囊恶性肿瘤,主要症状,血精，间歇性血尿，尿频
精囊恶性肿瘤,治疗方法,药物治疗，康复治疗
精囊恶性肿瘤,传染性,无传染性
脑瘤,发病部位,大脑
脑瘤,描述,脑瘤是指生长在颅内某一部位的肿瘤
脑瘤,预防,注意饮食卫生，加强身体素质，避免脑部外伤
脑瘤,病因,脑胚胎组织发育异常，遗传因素，化学因素
脑瘤,主要症状,视力障碍，呕吐，耳鸣，颅内压增高
脑瘤,治疗方法,药物治疗，支持治疗，手术治疗
脑瘤,传染性,无传染性
鼻腔癌,发病部位,鼻腔
鼻腔癌,描述,鼻腔癌指原发于鼻腔内的恶性肿瘤
鼻腔癌,预防,早期诊断，早期治疗
鼻腔癌,病因,遗传因素，病毒感染，环境因素
鼻腔癌,主要症状,鼻出血，鼻塞，鼻腔肿物
鼻腔癌,治疗方法,药物治疗，支持性治疗，手术治疗，放射治疗
鼻腔癌,传染性,无传染性
鼻腔囊肿,发病部位,鼻腔
鼻腔囊肿,描述,鼻腔囊肿是一种常见的鼻病，是发生在鼻部各个部位的各种囊肿的总称
鼻腔囊肿,预防,早发现、早诊断、早治疗
鼻腔囊肿,病因,先天性发育异常，鼻窦内的分泌物积压
鼻腔囊肿,主要症状,鼻子红肿，眼痛，眼球移位
鼻腔囊肿,治疗方法,手术治疗
鼻腔囊肿,传染性,无传染性
甲状腺肿瘤,发病部位,甲状腺
甲状腺肿瘤,描述,甲状腺肿瘤是头颈部常见的肿瘤
甲状腺肿瘤,预防,健康饮食，忌烟忌酒，保持良好生活习惯
甲状腺肿瘤,病因,遗传因素，环境因素，缺碘
甲状腺肿瘤,主要症状,颈部肿块，声音嘶哑，吞咽困难，颈部淋巴结肿大
甲状腺肿瘤,治疗方法,药物治疗，支持性治疗，手术治疗
甲状腺肿瘤,传染性,无传染性
肺结节,发病部位,肺
肺结节,描述,指影像学上肺内直径≤3cm的局灶性、类圆形的、密度增高的实质性或亚实质性的肺部阴影
肺结节,预防,忌烟，增强体质
肺结节,病因,肺部感染，慢性刺激
肺结节,主要症状,胸闷，乏力
肺结节,治疗方法,药物治疗，手术治疗
肺结节,传染性,无传染性
子宫囊肿,发病部位,子宫
子宫囊肿,描述,子宫囊肿是一种较常见的妇科病
子宫囊肿,预防,早发现、早诊断、早治疗
子宫囊肿,病因,环境因素，心情，代谢因素
子宫囊肿,主要症状,下腹部包块，阴道分泌物增多，灼热感
子宫囊肿,治疗方法,药物治疗
子宫囊肿,传染性,无传染性
子宫囊肿,别称,宫颈囊肿
脑囊肿,发病部位,大脑
脑囊肿,描述,脑内异常囊性肿物
脑囊肿,病因,尚不清楚
脑囊肿,主要症状,头痛，恶心呕吐，脑积水，视力障碍
脑囊肿,治疗方法,手术治疗，药物治疗，康复治疗
脑囊肿,传染性,无传染性
脑炎,发病部位,大脑
脑炎,描述,脑实质受病原体侵袭导致的炎症性病变
脑炎,预防,增强免疫力
脑炎,病因,病毒因素，细菌，立克次体，寄生虫
脑炎,主要症状,发热，耳鸣，头痛，恶心，呕吐，身痛
脑炎,治疗方法,药物治疗，康复治疗
脑炎,多发群体,免疫力低人群
脑炎,传染性,有传染性
脑炎,传播途径,野生动物，蜱
小肠纤维瘤,发病部位,小肠
小肠纤维瘤,描述,小肠纤维瘤是由小肠黏膜纤维组织发生的良性肿瘤
小肠纤维瘤,预防,忌烟忌酒，健康饮食
小肠纤维瘤,病因,尚不清楚
小肠纤维瘤,主要症状,腹痛，腹胀，消化道出血
小肠纤维瘤,治疗方法,手术治疗，药物治疗，康复治疗
小肠纤维瘤,传染性,无传染性
甲状腺囊肿,发病部位,甲状腺
甲状腺囊肿,描述,甲状腺囊肿是指在甲状腺中发现含有液体的囊状物
甲状腺囊肿,预防,忌烟忌酒，养成良好的生活习惯，生活要规律
甲状腺囊肿,病因,遗传，缺碘
甲状腺囊肿,主要症状,颈前部肿物
甲状腺囊肿,治疗方法,药物治疗，支持性治疗，手术治疗
膀胱囊肿,发病部位,膀胱
膀胱囊肿,描述,膀胱囊肿就是膀胱粘膜下呈囊状扩张突向膀胱
膀胱囊肿,预防,经常体检
膀胱囊肿,病因,尚不清楚
膀胱囊肿,主要症状,尿频，尿急
膀胱囊肿,治疗方法,手术治疗
膀胱囊肿,传染性,无传染性
胆囊囊肿,发病部位,胆囊
胆囊囊肿,描述,胆囊囊肿是长在胆囊上的囊状良性包块
胆囊囊肿,预防,定期体检，规律性监测囊肿的变化情况
胆囊囊肿,病因,尚不清楚
胆囊囊肿,主要症状,放射性疼痛，腹痛伴黄疸
胆囊囊肿,治疗方法,药物治疗，支持性治疗，手术治疗
胆囊囊肿,传染性,无传染性
胆囊囊肿,多发群体,饮食不规律者
肺泡癌,发病部位,肺
肺泡癌,描述,是一种早期的肺腺癌
肺泡癌,预防,禁止吸烟，注意空气环境
肺泡癌,病因,吸烟，放射，大气污染，遗传因素
肺泡癌,主要症状,痰中带血丝，胸痛，发热伴咳嗽
肺泡癌,治疗方法,手术治疗，药物治疗
肺泡癌,传染性,无传染性
肝结石,发病部位,肝脏
肝结石,描述,肝结石就是肝内结石
肝结石,预防,注意休息，饮食合理，定期体检
肝结石,病因,胆道的细菌感染，寄生虫感染
肝结石,主要症状,上腹部疼痛，上腹不适
肝结石,治疗方法,手术治疗，药物治疗，支持性治疗
肝结石,传染性,无传染性
阴囊癌,发病部位,阴囊
阴囊癌,描述,阴囊癌主要有鳞状细胞癌、基底细胞癌及炎性癌三种，以鳞状细胞癌多见
阴囊癌,预防,避免致癌物质的侵害
阴囊癌,病因,尚不清楚
阴囊癌,主要症状,腹股沟淋巴结肿大，无痛性阴囊内肿块，阴囊瘙痒
阴囊癌,治疗方法,手术治疗，化疗，放疗
阴囊癌,传染性,无传染性
咽喉癌,发病部位,咽
咽喉癌,描述,咽喉癌是鼻咽癌，口咽癌，喉癌的总称
咽喉癌,预防,忌烟忌酒，养成良好的生活习惯，生活要规律
咽喉癌,病因,化学物质，不良口腔习惯，遗传，病毒因素
咽喉癌,主要症状,咽喉疼痛，咽喉部充血
咽喉癌,治疗方法,药物治疗，手术治疗，放射治疗
咽喉癌,传染性,无传染性
指骨骨折,发病部位,骨架
指骨骨折,描述,指骨骨折在手部最为常见，多为开放性骨折
指骨骨折,预防,注意生活安全
指骨骨折,病因,直接暴力
指骨骨折,主要症状,疼痛，肿胀，活动功能受限，局部畸形
指骨骨折,治疗方法,康复治疗，支持性治疗
指骨骨折,传染性,无传染性
指骨骨折,别称,竹节骨骨折
食管间质瘤,发病部位,食道
食管间质瘤,描述,食管间质瘤是原发于食管内除平滑肌瘤或神经源性肿瘤之外的另一类间叶源性肿瘤
食管间质瘤,预防,注意饮食卫生，加强身体素质
食管间质瘤,病因,环境因素，遗传因素
食管间质瘤,主要症状,吞咽困难，消化道出血
食管间质瘤,治疗方法,手术治疗，支持性治疗
食管间质瘤,传染性,无传染性
肠道肿瘤,发病部位,大肠
肠道肿瘤,描述,发生于小肠和大肠的肿瘤
肠道肿瘤,预防,健康饮食，保持良好生活习惯
肠道肿瘤,病因,饮食结构不合理，慢性大肠炎，环境因素，遗传因素
肠道肿瘤,主要症状,排便频率异常，便血，便秘
肠道肿瘤,治疗方法,手术治疗，支持性治疗，药物治疗
肠道肿瘤,传染性,无传染性
松果体细胞瘤,发病部位,松果体
松果体细胞瘤,描述,松果体细胞瘤是发生于松果体实质细胞的肿瘤
松果体细胞瘤,预防,定期进行体检
松果体细胞瘤,病因,尚不清楚
松果体细胞瘤,主要症状,头痛，呕吐，眼底水肿，眼球活动障碍，听力障碍
松果体细胞瘤,治疗方法,手术治疗，支持性治疗，康复治疗
松果体细胞瘤,传染性,无传染性
乳腺结节,发病部位,乳腺
乳腺结节,描述,乳腺结节就是乳腺囊性增生病，是一种非肿瘤的疾病
乳腺结节,预防,定期体检
乳腺结节,病因,内分泌失调，基因因素
乳腺结节,主要症状,乳房疼痛，乳房肿块
乳腺结节,治疗方法,药物治疗，对症治疗，康复治疗
乳腺结节,传染性,无传染性
乳腺结节,多发群体,育龄女性
支气管源性囊肿,发病部位,支气管
支气管源性囊肿,描述,支气管源性囊肿是指先天性的呼吸系统发育异常所引起的一种囊性肿物，又称支气管囊肿
支气管源性囊肿,预防,积极治疗呼吸道感染
支气管源性囊肿,病因,尚不清楚，可能与胚胎发育因素有关
支气管源性囊肿,主要症状,咳嗽，咳痰，胸痛，呼吸困难
支气管源性囊肿,治疗方法,药物治疗，支持性治疗，手术治疗
支气管源性囊肿,传染性,无传染性
支气管源性囊肿,别称,支气管囊肿
大脑大静脉瘤,发病部位,大脑
大脑大静脉瘤,描述,大脑大静脉瘤主要为大脑大静脉的瘤样扩张而非真正意义上的动脉瘤
大脑大静脉瘤,预防,早发现、早诊断、早治疗
大脑大静脉瘤,主要症状,头围增大，脑缺血，癫痫，出血性梗死
大脑大静脉瘤,治疗方法,手术治疗，药物治疗，支持性治疗
大脑大静脉瘤,传染性,无传染性
大脑大静脉瘤,别称,Galen静脉瘤
肠系膜动脉瘤,发病部位,肠系膜
肠系膜动脉瘤,描述,肠系膜动脉瘤是指肠系膜上、下动脉及其分支扩张形成的动脉瘤
肠系膜动脉瘤,预防,注意休息，劳逸结合，生活有序，保持乐观生活态度
肠系膜动脉瘤,病因,真菌、细菌感染，动脉硬化，中膜退行性变性
肠系膜动脉瘤,主要症状,腹部不适，进食后腹痛腹泻，食欲不振，便血，体重下降
肠系膜动脉瘤,治疗方法,手术治疗，康复治疗，支持性治疗
肠系膜动脉瘤,传染性,无传染性
食管肉瘤,发病部位,食道
食管肉瘤,描述,食管肉瘤是源于间叶组织的恶性肿瘤
食管肉瘤,预防,体检
食管肉瘤,病因,尚不清楚
食管肉瘤,主要症状,吞咽困难，胸骨后异物感、烧灼感
食管肉瘤,治疗方法,手术治疗，药物治疗
食管肉瘤,传染性,无传染性
卵巢肿瘤,发病部位,卵巢
卵巢肿瘤,描述,卵巢肿瘤是指发生于卵巢上的肿瘤
卵巢肿瘤,预防,定期体检，早发现，早治疗
卵巢肿瘤,病因,遗传因素，环境因素
卵巢肿瘤,主要症状,下腹沉坠或牵痛，腹部肿块，腹水，衰弱，发热，食欲不振
卵巢肿瘤,治疗方法,药物治疗，手术治疗
卵巢肿瘤,传染性,无传染性
肺功能衰竭,发病部位,肺
肺功能衰竭,描述,肺通气和换气功能严重障碍
肺功能衰竭,病因,溺水，电击，外伤，药物中毒，肺气肿，肺结核，广泛性肺纤维化
肺功能衰竭,主要症状,呼吸困难
肺功能衰竭,治疗方法,采取鼻导管低浓度或高浓度吸氧
肺功能衰竭,传染性,无传染性
肝炎,发病部位,肝脏
肝炎,描述,肝炎是肝脏炎症的统称
肝炎,预防,早发现、早诊断、早治疗
肝炎,病因,病毒因素，细菌，寄生虫，药物，酒精
肝炎,主要症状,食欲减退，腹胀，恶心呕吐，厌油腻食物
肝炎,治疗方法,药物治疗，支持性治疗
肝炎,传染性,母婴传播，医源性传染，输血传播，密切生活接触传播，性传播
脑干肿瘤,发病部位,脑干
